"M","nu","test_error","tpr","fpr","tp","fp","tn","fn","scenario","family","rep"
60,0,0,1,1,150,350,0,0,"Logistic: n=100/p=500, Dense Sparsity, Block","binomial",5
75,0,0,1,1,150,350,0,0,"Logistic: n=100/p=500, Dense Sparsity, Block","binomial",5
100,0,0,1,1,150,350,0,0,"Logistic: n=100/p=500, Dense Sparsity, Block","binomial",5
5,0,0.0606060606060606,1,1,150,350,0,0,"Logistic: n=100/p=500, Dense Sparsity, Block","binomial",6
10,0,0.0606060606060606,1,1,150,350,0,0,"Logistic: n=100/p=500, Dense Sparsity, Block","binomial",6
20,0,0.0606060606060606,1,1,150,350,0,0,"Logistic: n=100/p=500, Dense Sparsity, Block","binomial",6
30,0,0.0606060606060606,1,1,150,350,0,0,"Logistic: n=100/p=500, Dense Sparsity, Block","binomial",6
40,0,0.0606060606060606,1,1,150,350,0,0,"Logistic: n=100/p=500, Dense Sparsity, Block","binomial",6
50,0,0.0606060606060606,1,1,150,350,0,0,"Logistic: n=100/p=500, Dense Sparsity, Block","binomial",6
60,0,0.0606060606060606,1,1,150,350,0,0,"Logistic: n=100/p=500, Dense Sparsity, Block","binomial",6
75,0,0.0606060606060606,1,1,150,350,0,0,"Logistic: n=100/p=500, Dense Sparsity, Block","binomial",6
100,0,0.0606060606060606,1,1,150,350,0,0,"Logistic: n=100/p=500, Dense Sparsity, Block","binomial",6
5,0,0.0119047619047619,1,1,150,350,0,0,"Logistic: n=100/p=500, Dense Sparsity, Block","binomial",7
10,0,0.0119047619047619,1,1,150,350,0,0,"Logistic: n=100/p=500, Dense Sparsity, Block","binomial",7
20,0,0.0119047619047619,1,1,150,350,0,0,"Logistic: n=100/p=500, Dense Sparsity, Block","binomial",7
30,0,0.0119047619047619,1,1,150,350,0,0,"Logistic: n=100/p=500, Dense Sparsity, Block","binomial",7
40,0,0.0119047619047619,1,1,150,350,0,0,"Logistic: n=100/p=500, Dense Sparsity, Block","binomial",7
50,0,0.0119047619047619,1,1,150,350,0,0,"Logistic: n=100/p=500, Dense Sparsity, Block","binomial",7
60,0,0.0119047619047619,1,1,150,350,0,0,"Logistic: n=100/p=500, Dense Sparsity, Block","binomial",7
75,0,0.0119047619047619,1,1,150,350,0,0,"Logistic: n=100/p=500, Dense Sparsity, Block","binomial",7
100,0,0.0119047619047619,1,1,150,350,0,0,"Logistic: n=100/p=500, Dense Sparsity, Block","binomial",7
5,0,0.0505050505050504,1,1,150,350,0,0,"Logistic: n=100/p=500, Dense Sparsity, Block","binomial",8
10,0,0.0606060606060606,1,1,150,350,0,0,"Logistic: n=100/p=500, Dense Sparsity, Block","binomial",8
20,0,0.0505050505050504,1,1,150,350,0,0,"Logistic: n=100/p=500, Dense Sparsity, Block","binomial",8
30,0,0.0707070707070706,1,1,150,350,0,0,"Logistic: n=100/p=500, Dense Sparsity, Block","binomial",8
40,0,0.0707070707070706,1,1,150,350,0,0,"Logistic: n=100/p=500, Dense Sparsity, Block","binomial",8
50,0,0.0606060606060606,1,1,150,350,0,0,"Logistic: n=100/p=500, Dense Sparsity, Block","binomial",8
60,0,0.0707070707070706,1,1,150,350,0,0,"Logistic: n=100/p=500, Dense Sparsity, Block","binomial",8
75,0,0.0606060606060606,1,1,150,350,0,0,"Logistic: n=100/p=500, Dense Sparsity, Block","binomial",8
100,0,0.0606060606060606,1,1,150,350,0,0,"Logistic: n=100/p=500, Dense Sparsity, Block","binomial",8
5,0,0,1,1,150,350,0,0,"Logistic: n=100/p=500, Dense Sparsity, Block","binomial",9
10,0,0,1,1,150,350,0,0,"Logistic: n=100/p=500, Dense Sparsity, Block","binomial",9
20,0,0,1,1,150,350,0,0,"Logistic: n=100/p=500, Dense Sparsity, Block","binomial",9
30,0,0,1,1,150,350,0,0,"Logistic: n=100/p=500, Dense Sparsity, Block","binomial",9
40,0,0,1,1,150,350,0,0,"Logistic: n=100/p=500, Dense Sparsity, Block","binomial",9
50,0,0,1,1,150,350,0,0,"Logistic: n=100/p=500, Dense Sparsity, Block","binomial",9
60,0,0,1,1,150,350,0,0,"Logistic: n=100/p=500, Dense Sparsity, Block","binomial",9
75,0,0,1,1,150,350,0,0,"Logistic: n=100/p=500, Dense Sparsity, Block","binomial",9
100,0,0,1,1,150,350,0,0,"Logistic: n=100/p=500, Dense Sparsity, Block","binomial",9
5,0,0.0208333333333333,1,1,150,350,0,0,"Logistic: n=100/p=500, Dense Sparsity, Block","binomial",10
10,0,0.0104166666666666,1,1,150,350,0,0,"Logistic: n=100/p=500, Dense Sparsity, Block","binomial",10
20,0,0.0208333333333333,1,1,150,350,0,0,"Logistic: n=100/p=500, Dense Sparsity, Block","binomial",10
30,0,0.0208333333333333,1,1,150,350,0,0,"Logistic: n=100/p=500, Dense Sparsity, Block","binomial",10
40,0,0.0208333333333333,1,1,150,350,0,0,"Logistic: n=100/p=500, Dense Sparsity, Block","binomial",10
50,0,0.0208333333333333,1,1,150,350,0,0,"Logistic: n=100/p=500, Dense Sparsity, Block","binomial",10
60,0,0.0312499999999999,1,1,150,350,0,0,"Logistic: n=100/p=500, Dense Sparsity, Block","binomial",10
75,0,0.0208333333333333,1,1,150,350,0,0,"Logistic: n=100/p=500, Dense Sparsity, Block","binomial",10
100,0,0.0312499999999999,1,1,150,350,0,0,"Logistic: n=100/p=500, Dense Sparsity, Block","binomial",10
